path;db_name;id;brand;model;content_source;content_type;media_type;processing;tampering
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D16_V_indoor_move_0001.mp4;EVA-7K;D16;Huawei;P9lite;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D16_V_indoor_move_0002.mp4;EVA-7K;D16;Huawei;P9lite;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D16_V_outdoor_move_0001.mp4;EVA-7K;D16;Huawei;P9lite;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D16_V_outdoor_move_0002.mp4;EVA-7K;D16;Huawei;P9lite;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D17_V_indoor_move_0001.mp4;EVA-7K;D17;Microsoft;Lumia640LTE;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D17_V_indoor_panrot_0001.mp4;EVA-7K;D17;Microsoft;Lumia640LTE;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D17_V_outdoor_move_0001.mp4;EVA-7K;D17;Microsoft;Lumia640LTE;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D17_V_outdoor_panrot_0001.mp4;EVA-7K;D17;Microsoft;Lumia640LTE;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D18_V_indoor_move_0001.mp4;EVA-7K;D18;Apple;iPhone5c;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D18_V_indoor_panrot_0001.mp4;EVA-7K;D18;Apple;iPhone5c;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D18_V_outdoor_move_0001.mp4;EVA-7K;D18;Apple;iPhone5c;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D18_V_outdoor_panrot_0001.mp4;EVA-7K;D18;Apple;iPhone5c;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D19_V_indoor_move_0001.mp4;EVA-7K;D19;Apple;iPhone6Plus;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D19_V_indoor_move_0002.mp4;EVA-7K;D19;Apple;iPhone6Plus;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D19_V_outdoor_move_0001.mp4;EVA-7K;D19;Apple;iPhone6Plus;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D19_V_outdoor_move_0002.mp4;EVA-7K;D19;Apple;iPhone6Plus;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D20_V_indoor_move_0001.mp4;EVA-7K;D20;Apple;iPadmini;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D20_V_indoor_move_0002.mp4;EVA-7K;D20;Apple;iPadmini;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D20_V_outdoor_move_0001.mp4;EVA-7K;D20;Apple;iPadmini;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D20_V_outdoor_move_0002.mp4;EVA-7K;D20;Apple;iPadmini;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D21_V_indoor_move_0001.mp4;EVA-7K;D21;Wiko;Ridge4G;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D21_V_indoor_panrot_0001.mp4;EVA-7K;D21;Wiko;Ridge4G;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D21_V_outdoor_move_0001.mp4;EVA-7K;D21;Wiko;Ridge4G;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D21_V_outdoor_panrot_0001.mp4;EVA-7K;D21;Wiko;Ridge4G;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D22_V_indoor_move_0001.mp4;EVA-7K;D22;Samsung;GalaxyTrendPlus;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D22_V_indoor_move_0002.mp4;EVA-7K;D22;Samsung;GalaxyTrendPlus;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D22_V_outdoor_move_0001.mp4;EVA-7K;D22;Samsung;GalaxyTrendPlus;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D22_V_outdoor_move_0002.mp4;EVA-7K;D22;Samsung;GalaxyTrendPlus;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D23_V_indoor_move_0001.mp4;EVA-7K;D23;Asus;Zenfone2Laser;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D23_V_indoor_move_0002.mp4;EVA-7K;D23;Asus;Zenfone2Laser;DIGITAL_CAMERA;INDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D23_V_outdoor_move_0001.mp4;EVA-7K;D23;Asus;Zenfone2Laser;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;EXIFTOOL
G:\Meine Ablage\Cybermaster\5_WT26\Masterarbeit\Testdaten\EVA-7K\Facebook\subset_exiftool\D23_V_outdoor_move_0002.mp4;EVA-7K;D23;Asus;Zenfone2Laser;DIGITAL_CAMERA;OUTDOOR;MP4;FACEBOOK;EXIFTOOL
